product_name,categories_tags,ingredients_text,fat_100g,sugars_100g,proteins_100g
Premium caramel corn,en:snacks,"Brown sugar, corn syrup, popcorn, sugar, water, coconut oil (pure coconut oil, beta-carotene), butter (cream, salt), contains less than 2% of natural flavor, salt, baking soda (sodium bicarbonate), artificial butter flavor, fd&c yellow 5 lake (e102).",10.0,46.67,3.33
Chicago style mix caramel corn,en:snacks,"Caramel corn (brown sugar, corn syrup, popcorn, sugar, water, coconut oil [pure coconut oil, beta-carotene], butter [cream, salt], contains less than 2% of natural flavor, salt, baking soda, [sodium bicarbonate], artificial butter flavor, fd&c yellow 5 lake [e102]), cheese popcorn (popcorn, pan release [corn oil, soy lecithin, beta-carotene [color], artificial butter flavor), coconut oil (pure coconut oil, beta-carotene), cheddar cheese blend (cheddar cheese [pasteurized milk, culture, salt, enzymes], whey, buttermilk, partially hydrogenated soybean oil, sweet cream, salt, lactic acid, disodium phosphate, fd&c yellow 6 (e110), annatto extract), salt, artificial butter flavor, fd&c yellow 5 lake (e102).",23.33,30.0,6.67
"Premium caramel corn, cherry cordial","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies","Confectionery coating (sugar, vegetable oil [palm kernel and hydrogenated palm], cocoa [may be processed with alkali], skim milk, whey powder, soy lecithin [emulsifier], vanillin [artificial flavor]), brown sugar, dried red tart cherries (red tart cherries, sugar, sunflower oil), light corn syrup, popcorn, white confectioners' coating (sugar, partially hydrogenated palm kernel oil, nonfat milk powder, soy lecithin [emulsifier], monoglycerides, artificial color [titanium dioxide], artificial flavor), sugar, water, coconut oil (pure coconut oil, beta-carotene), butter (cream, salt), natural flavor, artificial flavor (salt, artificial butter flavor, fd&c yellow 5 lake [e102], fd&c yellow 6 lake [e110], red food color (water, propylene glycol, fd&c reds 40 and 3, propylparaben [preservative]), baking soda (sodium bicarbonate), natural and artificial flavor, salt.",18.75,56.25,4.17
Premium Chocolate Delight Caramel Corn,"en:snacks,en:sweet-snacks,en:confectioneries","Dark chocolate flavored confectioners' coating (sugar, vegetable oils [palm kernel and partially hydrogenated palm], cocoa, skim milk, cocoa [processed with alkali], vanilla, natural and artificial flavors, sorbitan tristearate and soy lecithin [emulsifiers], salt), caramel popcorn (brown sugar, corn syrup, popcorn, sugar, water, coconut oil [pure coconut oil, beta-carotene], butter [cream salt], contains less than 2% of natural flavor, salt, baking soda [sodium bicarbonate], artificial butter flavor, fd&c yellow 5 lake [e102]), white confectioners' coating (sugar, partially hydrogenated palm kernel oil, nonfat milk powder, soy lecithin [emulsifier], monoglycerides, artificial color [titanium dioxide], artificial flavor).",23.33,50.0,3.33
Premium Jurtle Caramel Corn,en:snacks,"Dark chocolate flavored confectioners' coating (sugar, vegetable oils [palm kernel and partially hydrogenated palm], cocoa, skim milk, cocoa [processed with alkali], vanilla, natural and artificial flavors, sorbitan tristearate and soy lecithin [emulsifiers], salt), brown sugar, corn syrup, white confectioners' coating (sugar, partially hydrogenated palm kernel oil, nonfat milk powder, soy lecithin [emulsifier], monoglycerides, artificial color [titanium dioxide], artificial flavor), popcorn, roasted salted almonds (whole almonds, peanut oil, salt), roasted salted pecan pieces (pecan pieces, peanut oil, salt), sugar, water, coconut oil (pure coconut oil, beta-carotene), butter (cream, salt), natural flavor, salt, artificial butter flavor, fd&c yellow 5 lake (e102), baking soda (sodium bicarbonate).",26.67,46.67,6.67
"Syrup, chocolate","en:sweeteners,en:syrups,en:simple-syrups","High fructose corn syrup, corn syrup, water, sugar, cocoa, contains 2% or less of potassium sorbate (a preservative), salt, mono - and diglycerides*, polysorbate 60 (an emulsifier), xanthan gum, and vanillin (an artificial flavor).",0.0,42.11,2.63
Deliciously soft cookies & creme cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","Sugar, enriched bleached wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), margarine (palm oil, water, soybean oil, salt, contains 2% or less of: mono-and diglycerides, calcium disodium edta [preservative], artificial flavor, annatto [color], vitamin a palmitate), eggs, invert sugar, cookie bits (wheat flour, sugar, vegetable shortening [partially hydrogenated soybean and/or cottonseed oils], canola oil, cocoa [processed with alkali], unsweetened chocolate, salt, baking soda, soy lecithin), contains 2% or less of: cocoa (processed with alkali), water, fructose, food starch-modified, skim milk, cornstarch, baking soda, natural and artificial flavors, salt, polysorbate 60, soy lecithin (emulsifier).",15.79,47.37,2.63
Spicy brown mustard,"en:condiments,en:sauces,en:groceries","Distilled vinegar, #1 mustard seed, salt, spices, turmeric.",0.0,0.0,0.0
Yellow mustard,"en:condiments,en:sauces,en:groceries","Distilled vinegar, water, #1 mustard seed, salt, turmeric, spices, paprika.",0.0,0.0,0.0
Yellow mustard,"en:condiments,en:sauces,en:groceries","Distilled vinegar, water, #1 mustard seed, salt, turmeric, spices, paprika.",0.0,0.0,0.0
Yellow Mustard,"en:condiments,en:sauces,en:mustards,en:yellow-mustards,en:groceries","Distilled vinegar, water, #1 mustard seed, salt, turmeric, spices, paprika.",0.0,0.0,0.0
"Baking chips, butterscotch",en:baking-decorations,"Sugar, hydrogenated palm kernel oil, coconut oil, nonfat dry milk, dry whey, soy lecithin, yellow 6 lake, yellow 5 lake, blue 2 lake, natural and artificial flavoring added, salt.",23.33,73.33,0.0
"Baking chips, real semi-sweet chocolate",en:baking-decorations,"Sugar, chocolate liquor, cocoa butter, butterfat (milk), soy lecithin, vanilla.",26.67,53.33,6.67
"Bouillon cubes, chicken","en:condiments,en:groceries","Salt, sugar, corn syrup solids, hydrolyzed corn protein, monosodium glutamate, contains less than 2% of: yeast extract, maltodextrin, silicon dioxide (anti-caking agent), onion powder, spice, partially hydrogenated vegetable oil (soybean, cottonseed, safflower), turmeric (for color and flavor), soybean oil, honey, citric acid, water, dehydrated parsley.",0.0,25.0,0.0
"Dressing, creamy caesar","en:condiments,en:sauces,en:groceries","Water, soybean oil, vinegar, romano cheese (cultured pasteurized part skim milk, salt, enzymes), sugar, egg yolks, contains less than 2% salt, parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), modified food starch, garlic*, garlic juice, spices, phosphoric acid, xanthan gum, molasses, onion*, corn syrup, caramel color, tamarind, natural flavor, potassium sorbate and calcium disodium edta (to protect flavor).",26.67,3.33,3.33
"Dressing & dip, peppercorn ranch","en:condiments,en:sauces,en:groceries","Water, soybean oil, distilled vinegar, sugar, salt, contains less than 2% of modified food starch, black peppercorn, whey (from milk), dried garlic, xanthan gum, phosphoric acid, polysorbate 60, lactic acid, natural flavor, potassium sorbate and calcium disodium edta (as preservatives), egg yolk.",36.67,3.33,0.0
"Dressing & marinade, zesty italian","en:condiments,en:sauces,en:groceries","Distilled vinegar, water, vegetable oil (soybean oil, canola oil), sugar, salt, garlic*, contains less than 2% of red bell pepper*, onion*, xanthan gum, spice, oleoresin paprika (for color), potassium sorbate and calcium disodium edta (as preservatives).",15.0,10.0,0.0
"Dressing & dip, blue cheese","en:condiments,en:sauces,en:groceries","Soybean oil, water, blue cheese chunks (water, blue cheese [cultured pasteurized milk, salt, enzymes], palm oil, sodium and calcium caseinates, salt, lactic acid, cellulose gum, sodium phosphate, potassium sorbate [a preservative], xanthan gum, locust bean gum), distilled vinegar, contains less than 2% of salt, sugar, buttermilk powder, egg yolk, blue cheese (pasteurized milk, cheese cultures, salt, enzymes), maltodextrin, modified food starch, whey (milk), phosphoric acid, xanthan gum, yeast extract, color added, sodium benzoate and potassium sorbate as preservatives, calcium disodium edta to protect flavor, spice, natural flavor, disodium inosinate and disodium guanylate.",46.67,3.33,3.33
"Dressing, thousand island","en:condiments,en:sauces,en:groceries","Soybean oil, tomato puree (water, tomato paste), distilled vinegar, sugar, water, cucumbers, egg yolk, salt, contains less than 2% of mustard flour, onion*, red bell pepper*, xanthan gum, potassium sorbate and sodium benzoate (as preservatives), natural flavor, paprika, citric acid, spices, calcium disodium edta to protect flavor, turmeric oleoresin (color), alum, calcium chloride, polysorbate 80.",40.0,13.33,0.0
Hot Cocoa Mix,"en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages","Nonfat milk*, whey*, dairy product solids*, cocoa (processed with alkali), calcium carbonate, contains 2% or less of: salt, tricalcium phosphate, acesulfame potassium, sucralose, carrageena, dextrin, artificial flavor.",0.0,53.33,20.0
Fully cooked cocktail smokies,"en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages","Pork, mechanically separated chicken, water, beef, salt, 2% or less of dextrose, sodium acetate, sodium diacetate, flavoring, sugar, sodium erythorbate, maple syrup, yeast extract, sodium nitrite, extractives of paprika and turmeric.",26.79,1.79,21.43
"Dry roasted peanuts, unsalted",en:snacks,Peanuts.,50.0,3.57,25.0
"Peanuts, butter toffee","en:snacks,en:sweet-snacks,en:confectioneries","Sugar, peanuts, butter* (cream [milk], salt), salt, peanut and/or canola and/or cottonseed oil, artificial flavor (vanillin).",25.0,53.57,10.71
"Spanish peanuts, salted",en:snacks,"Peanuts, peanut and/or canola and/or cottonseed oil, sea salt.",50.0,0.0,28.57
"Dry honey roasted peanuts, salted",en:snacks,"Peanuts, sugar, honey, high fructose corn syrup, sea salt, cornstarch, xanthan gum.",42.86,14.29,21.43
"Honey roasted peanuts, salted",en:snacks,"Peanuts, sugar, peanut and/or canola and/or cottonseed oil, honey, modified potato starch, sea salt, xanthan gum.",42.86,14.29,21.43
"Mixed nuts, lightly salted",en:snacks,"Blanched and unblanched peanuts, cashews, almonds, brazil nuts, pecans hazelnuts, peanut and/or canola and/or cottonseed oil, sea salt.",53.57,3.57,21.43
"Cashews, salted",en:snacks,"Cashews, peanut and/or canola and/or cottonseed oil, sea salt.",46.43,3.57,17.86
"Mixed nuts, salted",en:snacks,"Balanced and unblanched peanuts, cashews, almonds, brazil nuts, pecans, hazelnuts, peanut and/or canola and/or cottonseed oil, sea salt.",53.57,3.57,21.43
"Whole cashews, salted",en:snacks,"Cashews, canola and/or peanut and/or cottonseed oil, sea salt.",46.43,7.14,17.86
"Deluxe mixed nuts, salted",en:snacks,"Cashews, almonds, brazil nuts, hazelnuts, pecans, peanut and/or canola and/or cottonseed oil, sea salt.",53.57,3.57,17.86
"Party peanuts, salted",en:snacks,"Peanuts, peanut and/or canola and/or cottonseed oil, sea salt.",50.0,3.57,25.0
"Dry roasted peanuts, salted","en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:snacks,en:legumes,en:nuts-and-their-products,en:nuts,en:roasted-nuts,en:peanuts,en:roasted-peanuts","Peanuts, sea salt, cornstarch, sugar, maltodextrin, monosodium glutamate flavor enhancer, yeast, corn syrup solids, paprika and other spices, extractives of paprika, hydrolyzed soy protein, natural flavor, garlic and onion powder.",46.43,3.57,21.43
"Dry roasted peanuts, salted",en:snacks,"Peanuts, sea salt, cornstarch, sugar, maltodextrin, monosodium glutamate (flavor enhancer), yeast, corn syrup solids, paprika and other spices, extractives of paprika, hydrolyzed soy protein, natural flavor, garlic and onion powder.",46.43,3.57,21.43
"Garlic bread, italian style",,"Bread made with: enriched wheat flour (wheat flour, malted barley flour, niacin [vitamin b3], iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), water, dextrose, interesterified soybean oil, salt, yeast, dough conditioners (wheat flour, soy flour, dextrose, datem, mono & diglycerides, calcium salts, ascorbic acid, azodicarbonamide, l-cysteine, fungal amylase), mono & diglycerides. spread made with: interesterified soybean oil, water, butter (cream, salt), garlic powder, salt, onion powder, mono & diglyceride, natural butter flavor, annatto.",16.0,2.0,8.0
"Mini hearth baked garlic bread, italian style",,"Bread made with: enriched wheat flour (wheat flour, malted barley flour, niacin [vitamin b3], iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), water, dextrose, interesterified soybean oil, salt, mono & diglycerides, dough conditioners (wheat flour, soy flour, dextrose, datem, mono & diglycerides, enzymes, ascorbic acid, azodicarbonamide, l-cysteine), yeast, vital wheat gluten. spread made with: interesterified soybean oil, water, butter (cream, salt), garlic powder, salt, onion powder, mono & diglyceride, natural butter flavor, annatto.",15.56,2.22,8.89
"Hearth baked garlic bread, five cheese",,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, interesterified soybean oil, cheese blend (asiago medium cheese [pasteurized milk, cheese culture, salt, enzymes], low moisture part skim mozzarella cheese [pasteurized milk, cheese culture, salt, enzymes], cheddar cheese [pasteurized milk, cheese culture, salt, enzymes, annatto color], parmesan cheese [milk, cheese culture, salt, enzymes], not smoked provolone cheese [pasteurized milk, cheese culture, salt, enzymes], potato starch, powdered cellulose, natamycin preservative), contains less than 2% of each of the following: dextrose, butter (cream, salt), salt, yeast, dehydrated garlic, seasoning (dehydrated garlic, black pepper, salt, brown sugar, dehydrated bell pepper, dehydrated onion, natural flavor, parsley, silicon dioxide), wheat gluten, romano cheese powder, (romano cheese made from cow's milk [pasteurized milk, salt, cheese culture, enzymes], lactic acid, silicon dioxide, disodium phosphate), wheat flour, parmesan cheese (pasteurized milk, salt, cheese culture, enzymes, powdered cellulose, sorbic acid preservative), dehydrated onion, datem, mono - & diglycerides, soy flour, ascorbic acid added as a dough conditioner, monocalcium phosphate, natural flavor, calcium acid pyrophosphate, soybean oil, ammonium sulfate, azodicarbonamide, sorbitan monostearate, enzymes, l-cysteine, ethoxylated mono - & diglycerides, calcium sulfate, annatto extract color.",17.54,1.75,8.77
Broccoli cuts,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-vegetables",Broccoli.,0.0,2.3,2.3
Cut Green Beans,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-vegetables",Green beans.,0.0,2.47,1.23
Sweet Green Peas,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-vegetables",Green peas.,0.0,4.49,4.49
Brussels Sprouts,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:vegetables,en:frozen-plant-based-foods,en:frozen-vegetables,en:brussels-sprouts",Brussels sprouts.,0.0,2.35,3.53
Mixed Vegetables,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-vegetables","Carrots, corn, green beans, peas, lima beans.",0.0,3.33,2.22
"Broccoli, cauliflower & carrots california blend","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-vegetables","Broccoli, cauliflower, carrots.",0.0,2.11,1.05
Flour tortillas,en:mexican-dinner-mixes,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, palm oil, sugar, salt, sodium bicarbonate, sodium aluminum phosphate, potassium sorbate (a preservative), fumaric acid, mono - and diglycerides, calcium propionate (a preservative), dough conditioner (sodium metabisulfite).",8.0,4.0,8.0
Whole wheat tortillas,en:mexican-dinner-mixes,"Whole wheat flour, water, vegetable shortening (palm oil with monoglycerides), sugar, salt, honey, sodium bicarbonate, sodium aluminum phosphate, potassium sorbate (a preservative), fumaric acid, mono - and diglycerides, calcium propionate (a preservative).",8.0,4.0,8.0
Burrito size flour tortillas,en:mexican-dinner-mixes,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, palm oil, sugar, salt, sodium bicarbonate, sodium aluminum phosphate, potassium sorbate (a preservative), fumaric acid, mono - and diglycerides, calcium propionate (a preservative), dough conditioner (sodium metabisulfite).",7.5,3.33,6.67
Cut & peeled baby carrots,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Carrots.,0.0,5.88,1.18
Cut & peeled baby carrots,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Carrots.,0.0,5.88,1.18
Twisted bread sticks,,"Dough: enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, enzyme, folic acid), water, dextrose, contains less than 2% of each of the following: wheat gluten, interesterified soybean oil, yeast, salt, calcium sulfate, ascorbic acid added as a dough conditioner, enzymes, calcium phosphate, sorbitan monostearate, cellulose gum, cheese filling: low-moisture part-skim mozzarella cheese (pasteurized part-skim milk, cultures, salt, enzymes). topping: interesterified soybean oil, contains less than 2% of each of the following: water, butter (cream, salt), dried parmesan cheese (pasteurized milk, salt, cheese culture, enzymes, powdered cellulose, sorbic acid preservative), dehydrated garlic, seasoning (dehydrated garlic, black pepper, salt, brown sugar, dehydrated bell pepper, dehydrated onion, natural flavor, parsley, silicon dioxide), salt, dehydrated onion, mono - and diglycerides with citric acid preservative, natural flavor, soybean oil, annatto extract color.",10.77,3.08,13.85
"Rising crust pizza, supreme","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (wheat flour, water, soybean oil, sugar, cornmeal, vital wheat gluten, yeast, dough conditioners [datem, ascorbic acid, enzymes, sodium stearoyl lactylate], salt, sodium bicarbonate, sodium aluminum phosphate, dextrose, artificial flavor, soy lecithin [processing aid]), sauce (water, tomato paste, salt, spices, dehydrated garlic, natural flavors, sugar, malic acid), low moisture part-skim mozzarella cheese (pasteurized part-skim milk, cheese cultures, salt, enzymes), cooked seasoned pizza topping (pork, mechanically separated chicken, water, textured soy protein concentrate, spice, salt, soy protein concentrate, sodium phosphates, paprika, modified corn starch, natural flavor, autolyzed yeast extract, bha, bht, citric acid, yeast extract, disodium inosinate, soy lecithin), pepperoni made with pork, chicken, and beef (pork, mechanically separated chicken, beef, salt, spices, dextrose, lactic acid starter culture, oleoresin of paprika, sodium ascorbate, flavoring, sodium nitrite, bha, bht, citric acid), green peppers, onion, red pepper, black olives (olives, water, salt, ferrous gluconate).",8.39,3.23,8.39
100% grated parmesan cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Parmesan cheese (cultured, pasteurized part-skim milk, salt, enzymes), powdered cellulose (added to prevent caking), potassium sorbate (a preservative).",30.0,0.0,40.0
Grated parmesan cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Parmesan cheese (cultured, pasteurized part-skim milk, salt, enzymes), powdered cellulose (added to prevent caking), potassium sorbate (a preservative).",30.0,0.0,40.0
1/2% Lowfat Milk,"en:dairies,en:milks","Lowfat milk, vitamin a palmitate, vitamin d3.",0.42,5.0,3.33
"Salsa, mild","en:condiments,en:sauces,en:dips,en:groceries","Diced tomatoes in tomato juice, water, onions, jalapeno peppers, and less than 2% of the following: salt, garlic powder, vinegar, pectin, sugar, natural flavors, tomato paste, spices.",0.0,3.23,3.23
"Restaurant style salsa, medium","en:condiments,en:sauces,en:dips,en:groceries","Diced tomatoes in tomato juice, water, onions, jalapeno peppers, less than 2% of the following: salt, garlic powder, vinegar, pectin, sugar, natural flavors, tomato paste, spices.",0.0,3.23,3.23
"Preserves, red raspberry","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves","Red raspberries, corn syrup, high fructose corn syrup, pectin, citric acid, sodium citrate.",0.0,40.0,0.0
"Preserves, strawberry","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves","Strawberries, high fructose corn syrup, corn syrup, sugar, fruit pectin and citric acid.",0.0,50.0,0.0
"Concord jelly, grape","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves","Concord grape juice, high fructose corn syrup, corn syrup, fruit pectin, citric acid and sodium citrate.",0.0,50.0,0.0
"Marmalade, orange","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves","High fructose corn syrup, corn syrup, orange peel, orange juice (water and orange juice concentrate), fruit pectin, citric acid and natural orange flavor.",0.0,50.0,0.0
"Hot cocoa mix, milk chocolate","en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages","Sugar, whey, cocoa (processed with alkali), corn syrup solids, nonfat milk, coconut oil, contains 2% or less of each of the following: whey protein concentrate, salt, sodium caseinate, anti-caking agent (silicon dioxide), dipotassium phosphate, emulsifier (mono - and diglycerides), annatto extract, turmeric extract, artificial flavor.",2.86,80.0,5.71
Peri-Peri Chicken Sweet Potato And Minted Peas,,,3.66,6.88,12.7
Italian Chicken Pasta With Broccoli & Parmesan,,,1.9,1.7,12.0
Asia-Rindfleischpfanne,,,2.79999995231628,3.20000004768372,5.0
Protein drink mix,,,12.5,0.0,53.571428571429
Tesfaye Peanut Butter,,,5.102,0.0,3.112
Tesfaye Peanut Butter,,,51.0,0.0,31.0
Hamburguesa keto con palitos de calabacin,,,14.0,2.5,6.3
"Pizza, Chicken Bacon Ranch",,"Crust: enriched wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid, enzyme), water, palm oil, sugar, soybean oil, bread crumbs (bleached wheat flour, yeast, sugar, salt), yeast, cultured wheat flour, salt, sodium bicarbonate, s",17.42,2.27,11.36
Coucou,,,2.0,5.09999990463257,3.20000004768372
"Pie filling, very cherry","en:cooking-helpers,en:pastry-helpers","Red tart pitted cherries, water, sugar, modified corn starch, citric acid, erythorbic acid (to maintain color), red 40.",0.0,22.35,1.18
Pavé cabillaud à la vénitienne,,,5.19444465637207,5.19444465637207,7.69444465637207
Coleology Cutting Jelly,,,0.0,12.0,0.0
Wild Encounters Bison,,,5.3571428571429,3.5714285714286,30.357142857143
Lasagnes de la mer aux épinards,,,8.09523809523809,1.58730158730159,7.3968253968254
Saccottini Pomodori,,,4.5,2.5,5.69999980926514
Pollo a la manzanilla,,,9.8,2.1,9.0
Dark Chocolate,,,35.5,48.4,3.23
Fleischklößchen,,,11.4,1.1,14.8
White Peach,,,0.0,38.0,0.0
Regenbogenreis mit Hühnchen,,,3.4,1.2,6.8
Rosa de Mosqueta en polvo,en:dietary-supplements,,2.58,12.55,7.44
Sainthe,,,0.1,0.1,0.2
Poulet cooo,,,5.30000019073486,3.90000009536743,10.3999996185303
Poules satay et riz mais goreng,,,6.0,1.89999997615814,7.19999980926514
Yakitori,,,6.80000019073486,8.60000038146973,20.5
Pois chiche,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:seeds,en:legume-seeds,en:pulses,en:chickpeas",Pois chiches 100%.,1.1,4.8,5.0
Pub style wings,,,3.3333333333333,50.0,1.6666666666667
Cioccolata calda,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates",Cioccolata Calda,4.3,4.6,63.0
Filet de poulet aux légumes grillés,,,3.20000012715658,1.46666669845581,17.1999994913737
Pollo al estilo BBQ,,,8.0,6.5,19.3999996185303
Poulet fromage,,,5.09999990463257,1.20000004768372,16.6000003814697
Thè agrumi di sicilia,,,9.5,1.5,17.2
Rosa Mosqueta en polvo,en:dietary-supplements,,2.5799999237061,12.550000190735,7.4400000572205
Penne à la dinde sauce Marengo,,,5.80000019073486,2.29999995231628,6.59999990463257
Nankhatai traditional indian cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","Wheat flour (50%), sugar (21%), hydrogenated vegetable oil (contains one or more of the following: sesame oil, soybean oil, palm oil), cardamom, nutmeg, sodium bicarbonate, butylated hydroxyanisole (e320), salt.",27.27,22.73,4.55
Original health  juice,,,0.2,3.2,0.4
Mikado Chocolat au lait,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits",,20.0,33.0,6.80000019073486
Paprika-Hacksteak,,,16.6,1.7,14.1
Beuf teriyaki,,,1.70000004768372,4.19999980926514,10.0
Mista barrette,,,12.0,13.0,33.0
Manteca de cacao en obleas,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:cocoa-butter",,99.89,0.0,0.0
Curiously Strong Mints,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:candies","Sugar, Dextrose, Glucose, Peppermint Flavouring, Gelling Agent: Beef Gelatine, Menthol",0.5,96.0,0.9
"Chicken sausage, sun-dried tomato & basil","en:meats-and-their-products,en:meat-preparations,en:meats,en:prepared-meats,en:chicken-and-its-products,en:poultries,en:sausages,en:chicken-preparations,en:chickens,en:poultry-sausages,en:chicken-sausages","Skinless chicken thigh, contains 2% or less of: salt, sun dried tomatoes (tomato, salt), raw sugar, water, spices, dehydrated sweet red peppers, granulated onion, granulated garlic, in a natural pork casing.",7.79,2.6,18.18
L offre du boucher,,,21.4,1.3,13.9
Jamon de teruel,"en:meats-and-their-products,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,es:jamon-de-teruel",,19.3,0.0,30.9
Jamón de teryel,,,19.0,0.0,31.0
Jamón de Teruel D.O.P.,"en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham",,19.0,0.0,31.0
Jamón,,,19.0,0.0,30.0
Piccata de dinde printanière,,,6.22499990463257,1.27499997615814,6.90000009536743
Chocolate blanco con galleta maría - Clavileño - Clavileño,,,30.0,56.0,6.0
Fischtopf Mallorquinischer Art,,,2.90000009536743,2.29999995231628,6.09999990463257
Pazifische Scholle in Mehrkornpanade,,,2.0,1.20000004768372,13.0
Mermel  fresa,,,0.17,42.16,0.43
Pikante Garnelenpfanne,,,3.6,1.8,5.9
6 British Large Eggs,"en:farming-products,en:eggs,en:chicken-eggs,en:free-range-chicken-eggs",_Eggs_.,9.0,0.1,12.6
Ajo granulado,"en:food-additives,en:dietary-supplements,en:yeast,en:groceries",,4.0,12.4,51.0
Jacob’s Biscults for Cheese Selection,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",,18.7,3.5,9.2
Core Power Elite Strawberry,,,0.845,1.69,10.1
Lachsfilet in Blätterteig,,,16.6000003814697,1.29999995231628,7.90000009536743
Occhio Della Capra Beans,,,4.05,2.7,18.9
Pain proteiné Keto Low Carb,,,13.1000003814697,0.899999976158142,22.0
Laugen Frischkäse Twister,,,17.8999996185303,3.29999995231628,7.30000019073486
Torta speck porri e patate,,,12.0,2.9,12.0
Satislent - Batido,,,13.0,1.1,15.0
Tagliatelle riz brun,,,2.9,0.0,8.0
Cookies Belgian chocolate chunk,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits","Wheatflour contains Gluten (With Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin) • Dark Chocolate Chunks (22%) (Sugar • Cocoa Mass • Cocoa Butter • Emulsifier: Soya Lecithin • Vanilla Flavouring) • Sugar • Butter (Milk) (18%) • Milk Chocolate Chunks (11 %) (Sugar • Dried Whole Milk • Cocoa Butter • Cocoa Mass • ü noulsifier: Soya Lecithin • Vanilla Flavouring) • Raising Agent: E450, Sodium Bicarbonate, E503 • Salt • Vanilla Flavouring. Dark Chocolate contains Cocoa Solids 42% minimum. Milk Chocolate contains Cocoa Solids 29% minimum, Milk Solids 22% minimum.",26.0,37.4,5.4
